#PathwayID	Number
PWYG-321	2.3.1.122
PWY-4121	6.3.1.9
PWY-4121	6.3.1.8
PHENOLDEG-PWY	6.2.1.27
PWY-7046	6.2.1.27
P141-PWY	3.5.4.42
PWY-7887	2.3.2
PWY-6834	4.1.1.50
ARGSPECAT-PWY	4.1.1.50
BSUBPOLYAMSYN-PWY	4.1.1.50
PWY-7682	1.1.1
PWY-5320	2.4.1
PWY-601	3.4.19.16
PWY-7155	2.1.1
HCAMHPDEG-PWY	1.14.13.127
PWY-7940	4.2.1.131
PWY-2881	2.4.1
PWY-6983	3.5.4.16
PWY-5663	3.5.4.16
PWY-7852	3.5.4.16
PWY-7442	3.5.4.16
PWY0-1433	3.5.4.16
PWY-6147	3.5.4.16
PWY-6703	3.5.4.16
PWY-6058	1.8.1.17
PWY-7887	2.8.1.12
PWY-8002	1.2.1.67
PWY-7046	1.2.1.67
PWY-8191	1.1.1.270
PWY-6955	2.2.1
PWY-2881	2.4.1
PWY-2221	2.7.1.178
PWY-2221	2.7.1.45
PWY-7562	2.7.1.178
PWY-7562	2.7.1.45
GALACTUROCAT-PWY	2.7.1.178
GALACTUROCAT-PWY	2.7.1.45
PWY-6507	2.7.1.178
PWY-6507	2.7.1.45
PWY-6986	2.7.1.178
PWY-6986	2.7.1.45
PWY-7242	2.7.1.178
PWY-7242	2.7.1.45
PWY-7179-1	2.4.2.1
PWY-7179	2.4.2.1
PWY-7832	2.4.1.69
PWY-7833	2.4.1.69
PWY-6397	1.1.1.333
PWY-6554	2.7.1.159
PWY-7812	1.14.13.38
PWY0-1337	1.3.8.8
PWY-8122	3.4.14.b
PWY-5848	1.1.1
PWY-6265	1.1.1.326
PWY-6670	1.1.99
TOLSULFDEG-PWY	1.14.12.8
PWY-5285	1.8.5.4
P222-PWY	1.8.5.4
PWY-7747	1.13.11.39
TRNA-CHARGING-PWY	6.1.1.11
PWY-5479	1.14.14
PWY-7687	1.14.14
PWY-5348	2.4.1.240
PWY-6691	3.1.7.5
PWYQT-4475	4.4.1.M2
PWY-7160	2.1.1
PWY-6372	2.7.1.64
PWY-4661	2.7.1.64
PWY1YI0-1	1.2.1.12
PWY-7784	1.12.98.2
METHANOGENESIS-PWY	1.12.98.2
PWY-7706	6.3.2.47
PWY-7050	2.3.1
PWY-7554	1.1.1
PWY-1622	2.6.1.45
PWY-6708	2.1.1.64
PWY-5870	2.1.1.64
PWY-7687	1.14.13
PWY-7832	2.4.1.65
PWY-5342	2.4.1
PWY-6061	5.1.99.4
PWY-6352	2.7.1.68
PWY-6351	2.7.1.68
PWYQT-4473	4.4.1.M2
PWY-7449	2.4.1
PWY-7160	2.1.1
PWY-6675	1.8.1.M5
PWY-5360	1.8.1.M5
PWY-5306	1.8.1.M5
DISSULFRED-PWY	1.8.1.M5
PWY-5857	2.1.1.222
PWY-723	1.13.12.16
CATECHOL-ORTHO-CLEAVAGE-PWY	5.3.3.4
PWY-7352	1.14.13.181
PWY-8122	2.4.1.M64
PWY-6279	1.14.13
PWY-7221	2.7.4.8
P241-PWY	4.2.1.114
PWY-7751	2.1.1
PWY-7706	6.3.2.46
PWY-7895	1.14.13
PWY0-1337	2.3.1.16
PWY-6713	4.1.2.53
PWY-782	1.14.19.42
PWY-7161	2.1.1
PWY-7724	1.14.19.44
PWY-7049	1.14.19.44
PWY-6139	2.5.1.56
PWY-7947	5.5.1.19
PWY-7552	4.1.1.111
PWY-7554	4.1.1.111
PWY-6075	2.1.1.41
PWY-6558	2.8.2.8
PWY-8198	2.4.1.60
PWY-7056	3.2.1
PWY-5901	1.3.1.28
PWY-6098	4.2.1.129
PWY-7072	4.2.1.129
PWY-6972	2.4.1
PWY-7831	2.4.1.152
PWY-7836	2.4.1.62
PWY-6036	2.4.1.M57
PWY-6061	1.3.1.3
PWY3O-4106	2.7.7.1
NAD-BIOSYNTHESIS-III	2.7.7.1
PWY-7797	2.5.1.38
PWY-5870	1.14.13.M81
PWY-6821	3.2.1
PWY-6288	2.4.1.276
PWY-5857	4.1.1.98
PWY-7136	1.1.1.347
PWY-6678	1.1.1.347
PWY-8029	6.2.1.M31
PWY-5055	5.4.99.4
PWY-5936	2.4.2.39
PWY-7756	1.1.1.392
PWY-7998	2.5.1.M22
PWY-7352	4.1.1
PWY-7295	1.1.1.376
PWY-5517	1.1.1.376
PWY-8122	2.4.1.M64
PWY-7525	1.14.14.118
PWY-5499	1.1.99.42
PWY-762	1.14.19.22
PWY-6279	5.5.1.19
PWY-7167	4.3.99.4
PWY-2541	1.1.1.270
AEROBACTINSYN-PWY	2.3.1.102
SPHINGOLIPID-SYN-PWY	2.7.1.227
HISTSYN-PWY	3.6.1.31
PWY-6839	4.1.1.82
PWY-6682	4.1.1.82
PWY-8067	4.1.1.82
PWY-5757	4.1.1.82
PWY-7769	4.1.1.82
PWY-6322	4.1.1.82
PWY-7510	4.1.1.82
PWY-7748	1.14.19.72
PWY-7630	1.14.19.72
P241-PWY	1.1.1
PWY-5080	1.3.1.93
PWY0-1479	3.1.26.12
PWY-7058	2.4.1
PWY-7250	2.8.1.7
PWY-3041	4.2.3
SORBDEG-PWY	1.1.1.140
P302-PWY	1.1.1.140
PWY-6976	2.1.1
PWY-3982	3.5.2.2
PWY-782	1.14.19.23
PWY-6082	5.1.3.37
PWY-6073	5.1.3.37
PWY-7461	2.3.1
PWY-7800	2.3.1.256
PWY-7800	2.3.1.258
PWY-5059	2.1.1
PWY-7376	2.1.1.131
PWY-7946	2.4.1.M35
PWY-641	1.3.1.77
PWY-6681	1.13.11.59
LYSINE-AMINOAD-PWY	1.5.1.10
PWY-7856	2.5.1.141
P342-PWY	1.13.11.M3
PWY-7627	1.3.98
PWY-5774	2.4.1
PWY-5290	4.3.3.2
PWY-6061	1.1.1.181
PWY-7255	3.5.1.118
PWY-6455	3.4.13.22
PWY-6454	3.4.13.22
PWY-6958	1.14.19.47
PWY-6603	1.14.19.47
PWY-6538	1.14.13.128
PWY-7055	2.4.1.126
PWY-7449	2.3.1.213
PWY0-1261	3.5.1.25
PWY-6906	3.5.1.25
GLUAMCAT-PWY	3.5.1.25
PWY-2981	4.2.3.29
PWY-5989	6.2.1.3
PWY-7905	2.4.1.348
PWY-699	1.1
PWY-2582	1.1
PWY-7564	3.2.2
PWY-3061	5.3.3
PWY-7900	2.7.1.175
PWY-5055	4.2.1.85
PWY-7841	2.4.1.275
PWY0-1337	1.1.1.35
PWY0-1337	1.1.1.211
PWY-6084	5.5.1.11
PWY-5796	2.4.2.52
P2-PWY	2.4.2.52
PWY-7790	2.1.3.2
PWY-7791	2.1.3.2
PWY-5686	2.1.3.2
PWY-7467	2.7.8
PWY-7800	3.4.11.18
PWY-5876	2.1.1.337
PWY-6825	2.1.1.17
PWY-6829	2.1.1.225
PWY-5287	1.5.3.12
PWY-8132	1.1.1
PWY-5956	2.1.1.109
PWY-5660	4.2.3.17
PWY-7392	4.2.3.17
P421-PWY	1.14.15
PWY-5633	2.1.3.7
PWY-5384	2.4.1.7
PWY-7261	2.3.1
PWY-7695	1.14.19
PWY-782	1.14.19.35
PWY-699	1.14.14
PWY-7171	2.3.1
PWY-5675	1.7.1.3
PWY66-162	1.11.1.6
PWY-6733	1.1.1
PWY-7996	2.1.1.163
PWY1F-823	1.14.11.9
PWY-6787	1.14.11.9
PWY-5515	1.1.1.21
PWY-7569	6.3.2
CHLOROPHYLL-SYN	1.3.1.33
PWY3O-6	1.1.1.117
PWY-7690	1.8.3.M1
PWY-6088	1.3.1
PWY-762	1.14.19.22
PWY-6426	3.5.2.1
PWY-7751	2.1.1
PWY-6825	2.1.1.71
PWY4FS-3	2.1.1.71
PWY-7387	3.13.1
PWY-7754	4.2.1.106
PWY-7230	2.1.1.201
PWY3O-19	2.1.1.201
PWY-6312	2.3.1
HISTSYN-PWY	3.1.3.15
P164-PWY	4.3.1.4
PWY-5030	4.3.1.4
PWY-5497	4.3.1.4
PWY-7629	1.14.19
PWY-7760	2.1.1.333
PWY-7759	2.1.1.333
PWY-5644	1.7.1
PWY-5082	2.6.1.28
GALACTITOLCAT-PWY	2.7.1.144
LACTOSECAT-PWY	2.7.1.144
PWY-7077	2.7.1.144
PWY-7395	2.7.1.144
IDNCAT-PWY	1.1.1.264
PWY0-1479	3.1.13.5
PWY-7698	1.14.13.24
PWY-8075	1.14.11
PWY-7058	2.4.1
PWY-7186	2.4.1
PWY-5129	1.14.19.29
PWY-7539	3.6.1
PWY-6147	3.6.1
PWY-6797	3.6.1
PWY-5748	2.6.1
PWY-7836	2.4.99.8
PWY-7571	3.5.1
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.132
PWY-481	1.17.99.2
PWY-7184	2.7.4.6
PWY-6545	2.7.4.6
PWY0-166	2.7.4.6
PWY-7818	2.7.7.40
PWY-7981	2.7.7.40
PWY-7815	2.7.7.40
PWY-7816	2.7.7.40
PWY-6094	1.3.1.32
PWY-6760	1.2.1.26
PWY-8020	1.2.1.26
PWY-6497	1.2.1.26
PWY-6499	1.2.1.26
PWY-6501	1.2.1.26
PWY-6486	1.2.1.26
PWY-5519	1.2.1.26
PWY-5159	1.2.1.26
PWY-7460	2.3.1
PWY-7800	2.3.1.254
PWY-5895	2.5.1.74
PWY-6837	1.3.3.6
PWY-6738	2.1.1.129
PWY-7436	2.5.1.116
PWY-7536	2.3.1.37
PWY-5189	2.3.1.37
PWY-6297	2.4.1
PWY-7819	2.4.1.187
PWY-7815	2.4.1.187
PWY-7816	2.4.1.187
TEICHOICACID-PWY	2.4.1.187
PWY-5055	1.1.1.291
PWY-7035	4.2.1.134
PWY-6433	4.2.1.134
PWY-8081	2.4.1
P341-PWY	2.7.1.146
PWY-6142	2.7.1.146
DAPLYSINESYN-PWY	1.17.1.8
PWY-5097	1.17.1.8
PWY-2942	1.17.1.8
PWY-2941	1.17.1.8
PWY66-391	1.1.1.35
PWY-5136	1.1.1.35
PWY-7007	1.1.1.35
FAO-PWY	1.1.1.35
PWY-5774	2.4.1
PWY66-241	1.1
PWY-8017	1.1.1.110
TRPKYNCAT-PWY	1.1.1.110
PWY-7637	1.14.13
PWY-5940	3.1.3.39
PWY-7075	2.3.1.224
PWY-7253	2.4.1
PWY-7572	1.14.14
PWY-7782	4.1.1
PWY4FS-6	4.1.1
PWY-3385	4.1.1
PWY-481	6.4.1.8
PYRIDOXSYN-PWY	1.2.1.72
PWY-8171	2.7.7.75
PWY-8167	2.7.7.75
PWY-6538	1.14.13.179
PWY-7512	1.14.14.172
PWY-6104	1.14.15.26
PWY-7449	2.4.1.294
PWY-5676	4.2.1.55
PWY-5741	4.2.1.55
PWY-5381	3.6.1.22
PWY-7761	3.6.1.22
PYRIDNUCSAL-PWY	3.6.1.22
NAD-BIOSYNTHESIS-II	3.6.1.22
PWY-2981	1.14.14.111
PWY-5921	6.1.1.24
HOMOSER-METSYN-PWY	2.3.1.46
PWY-6558	5.1.3.17
P3-PWY	2.8.3.8
PWY-7762	1.1.1.396
PWY-5754	3.7.1
PWY-7826	3.7.1
PWY-6431	3.7.1
PWY-5665	3.7.1
PWY-6907	2.7.6.2
PWY-7356	2.7.6.2
PWY-6908	2.7.6.2
PWY-6898	2.7.6.2
PWY-5472	1.14.19.66
PWY-7065	1.14.14
PWY-7706	2.3.1
PWY-842	3.2.1.20
PWY-8085	4.1.1
PWY-7251	5.4.99.40
PWY-5377	5.4.99.40
PWY-6109	5.4.99.40
PWY-5423	4.2.3.52
PWY-6575	2.1.1.325
PWY-6344	5.1.1.12
PWY-7990	5.1.1.12
PWY66-161	1.2.1.3
PWY-7387	1.2.1.3
PWY66-162	1.2.1.3
PWY66-21	1.2.1.3
PWY-5140	2.5.1.102
PWY-6961	1.1.1.130
PWY-6081	1.3.1.119
PWY-3641	1.14.13.239
PWY-5316	1.1.1
PWY-7342	1.1.1
SUCSYN-PWY	4.1.2.13
ANAGLYCOLYSIS-PWY	4.1.2.13
GLYCOLYSIS	4.1.2.13
PWY-5484	4.1.2.13
PWY-7385	4.1.2.13
P341-PWY	4.1.2.13
PWY-6142	4.1.2.13
GLUCONEO-PWY	4.1.2.13
PWY66-399	4.1.2.13
CALVIN-PWY	4.1.2.13
P185-PWY	4.1.2.13
PWY-1861	4.1.2.13
PWY-1042	4.1.2.13
PWY-7465	2.3.1
PWY-7513	1.14.19.69
PWY-7800	3.4.11.18
PWY-6076	1.14.15.18
PWY-7805	4.7.1.1
PWY-5882	2.1.1.279
PWY-5867	2.1.1.279
PWY-7166	2.1.1.155
PWY-7163	2.1.1.155
PWY-5808	2.3.1.156
PWY-5132	2.3.1.156
PWY0-1337	2.3.1.16
PWY0-1337	2.3.1.9
PWY-6863	2.3.1.16
PWY-6863	2.3.1.9
PWY-6829	2.1.1.225
PWY-6314	2.3.1
PWY-6441	1.5.3.17
PWY-8131	2.7.1.100
PWY-8036	1.14.15
PWY-5637	5.4.4.1
PWY-735	3.1.2.20
PWY-8178	5.3.1.6
P124-PWY	5.3.1.6
CALVIN-PWY	5.3.1.6
PWY-5723	5.3.1.6
NONOXIPENT-PWY	5.3.1.6
P185-PWY	5.3.1.6
PWY-1861	5.3.1.6
PWY-7765	3.7.1.M2
PWY-5706	4.4.1.4
PWY66-428	4.3.1.19
PWY-6983	4.2.3.12
PWY-5663	4.2.3.12
PWY-7442	4.2.3.12
PWY-7708	2.3.1
PWY-7962	6.3.5.10
PWY-8083	1.14.14
PWY-1901	2.4.1.286
PWY-5526	1.1.1.396
PWY-7985	4.1.1.8
PWY-6696	4.1.1.8
PWY-6695	4.1.1.8
PWY-7969	2.7.8.26
PWY66-341	1.3.1.72
SUCSYN-PWY	3.1.3.24
PWY-7347	3.1.3.24
PWY-7238	3.1.3.24
PWY-7648	1.14.11
PWY-5048	1.1.1.237
PWY-6806	1.13.11
PWY-7260	2.4.1.300
PWY-7090	2.6.1.98
PWY-7695	1.14.19
PWY-681	3.13.1.3
PWY-782	1.14.19.23
PWY-6993	1.5.99
PWY-2582	1.1.99.M3
PCPDEG-PWY	2.5.1.18
PWY-7171	2.3.1
PWY-6128	4.2.3.67
PWY-7128	1.5.99.4
P181-PWY	1.5.99.4
CARNMET-PWY	4.2.1.149
PWY-8100	1.14.13
PWY-7811	6.3.5.M2
PWY4FS-11	3.1.3
PWY-5	4.3.2.1
PWY-5927	1.14.13.105
PWY-6061	2.3.1.176
PWY-6733	1.2.1.84
PWY-7620	6.2.1
PWY-7769	4.2.1
PWY-6322	4.2.1
PWY-5116	2.1.1.232
PWY-8041	2.3.1.199
PWY-4922	2.1.1.108
PWY-7807	3.1.4.55
PWY-7805	3.1.4.55
PWY0-1533	3.1.4.55
PWY-7766	1.3.3.15
PWY-8152	2.3.1.16
PWY-6944	2.3.1.16
PWY-5701	1.14.14.174
PWY-6261	1.21.99.4
PWY-6260	1.21.99.4
PWY-7569	3.4.13
PWY-7711	1.14.14
PWY-5398	2.4.1.330
PYRIDOXSYN-PWY	2.6.99.2
PWY-7966	3.1.3.73
P303-PWY	1.7.2.7
PWY-8200	1.1.1.145
PWY-7189	1.14.14.162
PWY-6919	4.2.3.7
PWY-6915	4.2.3.7
PWY-8200	5.3.3.1
PWY-7299	5.3.3.1
PWY-6088	1.14.12
PWY-7651	3.2.1.56
PWY-6558	2.8.2.29
PWY-5392	4.1.3.34
PWY-7754	1.3.1.115
PWY-7478	1.14.14
PWY-7100	2.3.1
PWY-5353	2.3.1.23
PWY-7799	3.4.19.1
PWY-721	1.3.99.17
PWY-6998	2.7.7
CODH-PWY	6.3.4.3
PWY-2201	6.3.4.3
PWY-1722	6.3.4.3
PWY-2161	6.3.4.3
PWY-3841	6.3.4.3
PWY-7782	1.2.1.84
PWY-5884	1.2.1.84
PWY-6349	2.7.7.67
PWY-5365	2.1.1.69
PWY-8139	4.2.1.45
PWY-5833	4.2.1.45
PWY-7816	2.7.8.14
PWY-6339	3.1.1.57
GALLATE-DEGRADATION-I-PWY	3.1.1.57
METHYLGALLATE-DEGRADATION-PWY	3.1.1.57
P184-PWY	3.1.1.57
PWY-2941	2.3.1.89
PWY-6310	2.4.1
PWY-7404	2.7.8
PWY-6324	4.3.3.5
PWY-6710	1.14.14.M33
PWY-8033	1.14.15.37
PWY-8041	1.3.1.93
PWY-6386	6.3.2.10
PWY-6143	2.7.7.81
PWY-5737	2.3.1.226
PWY-7795	1.14.12.15
PWY-7290	2.4.1.309
PWY-5406	4.2.1.121
PWY-7431	4.2.1.88
PWY-6581	2.1.1
PWY-6349	1.1.1.261
ENTNER-DOUDOROFF-PWY	4.2.1.12
PWY-7275	2.3.3
PWY66-388	6.2.1.3
PWY-7698	1.13.11.4
PWY-8074	2.4.99.13
PWY-5368	1.14.99
PWY-7101	5.2.1.14
PWY-5035	1.14.20
PWY-7000	2.4.1.283
PWY-7022	2.4.1.283
PWY-7014	2.4.1.283
PWY-5209	2.3.1.101
PWY-6463	2.3.2
PWY-5133	6.2.1.1
PWY-7953	6.3.2.53
PWY66-201	1.14.14.1
PWY-7841	2.4.1.80
PWY-7839	2.4.1.80
PWY-7838	2.4.1.80
PWY-7836	2.4.1.80
PWY-7498	2.1.1
PWY-822	2.4.1.10
PWY-361	1.1.1.195
PWY-361	1.1.1.194
PWY-6027	1.1.1.195
PWY-6027	1.1.1.194
PWY-5929	2.1.1.38
PWY-5125	2.4.1.115
PWY-5129	2.7.1
PWY-6720	3.1.3
PWY-6578	2.3.1.47
PWY-6160	2.2.1.10
PWY-7071	2.4.1
P343-PWY	1.14.13.219
PWY-5743	2.8.3.22
PWY-5287	1.14.14.98
PWY-3162	1.1.1
PWY-7719	3.6.1
PWY-6036	2.4.1.M56
PWY-5413	4.2.3.132
PWY-7210	2.7.4.6
PWY-7197	2.7.4.6
PWY-7198	2.7.4.6
PWY-7184	2.7.4.6
PWY-6545	2.7.4.6
PWY0-166	2.7.4.6
PWY-7187	2.7.4.6
PWY-6585	4.1.1.56
PWY-6422	1.4.1.25
PWY-641	1.14.20.4
PWY-5125	1.14.20.4
PWY-7656	1.14.19
PWY-6094	5.5.1
PWY-4281	2.6.1.8
PWY-7555	1.21.99.1
PWY-7559	3.4.13.18
PWY-4041	3.4.13.18
PWY-7153	1.10.3.15
PWY-7000	2.4.1.301
GALDEG-PWY	1.1.1.48
PWY-1361	1.1.1.35
PWY0-321	1.1.1.35
PWY-5892	2.1.1.163
PWY-6178	1.3.1.32
PCPDEG-PWY	1.3.1.32
PWY-6084	1.3.1.32
14DICHLORBENZDEG-PWY	1.3.1.32
PWY-7510	6.3.2
PWY-7818	2.7.8
PWY-5811	6.3
PWY-2021	6.3
PWY-5797	6.3
PWY-1962	6.3
PWY-6219	6.3
PWY-5784	6.3
PWY-1981	6.3
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.142
PWY-7525	2.1.1.293
PWY-7412	2.3.1
PWY-6760	1.1.1.424
PWY-5749	2.8.3.22
PWY-5749	2.8.3.20
PWY-6989	6.2.1.38
P601-PWY	6.2.1.38
PWY-7722	4.1.2.58
PWY-2981	5.5.1.14
PWY-8013	2.3.1.276
PHOSLIPSYN2-PWY	2.7.8.8
PWY-5669	2.7.8.8
PWY66-397	1.13.11.34
LACTOSECAT-PWY	3.2.1.85
PWY-695	1.1.1.288
PWY-7657	1.1.1
PWY-5170	3.5.4.45
PWY-6324	1.21.98.2
PWY-7599	1.14.20
PWY-8081	2.4.1.M52
PWY-4181	1.8.1.16
PWY-6265	4.2.3.104
PWY-6275	4.2.3.104
PWY-7448	2.4.1.136
PWY-5475	2.4.1.136
PWY-6559	1.5.1.43
PWY-5033	1.17.99
PWY-5321	2.4.1
PWY-6708	1.14.99.60
PWY-5870	1.14.99.60
PWY-8135	3.5.1.24
PWY-7957	1.14.20.11
PWY-7959	1.14.20.11
PWY-7958	1.14.20.11
PWY-5955	1.1.1.353
PWY66-241	1.14.14.1
TRPIAACAT-PWY	1.2.3.7
PWY-3181	1.2.3.7
PWY-7637	1.14.13
PWY-7185	3.6.1.6
PWY-7819	2.7.8.M1
PWY-8043	6.3.2.2
PWY-5153	2.4.1.115
PWY-5344	2.5.1.49
PWY-6178	1.13.11
PWY-7777	1.14.13.69
PWY-5756	2.4.1
PWY-6000	1.14.19.3
PWY-7074	2.4.1
PWY-7726	4.2.1.17
PWY-7572	1.14.19
PWY-3162	1.2.1.5
PWY-6627	2.4.2.1
PWY-7900	2.4.99.16
PWY-7138	1.14.14.163
PWY-6583	1.1.1.2
PWY-3661-1	1.5.8
PWY66-421	6.3.2.11
PWY-7660	1.14.13
PWY18C3-5	3.2.1
PWY-8065	3.1.8.1
PWY-6103	1.14.12.26
PWY-7726	4.2.1.134
PWY-7728	4.2.1.134
SPHINGOLIPID-SYN-PWY	1.1.1.102
PWY3DJ-12	1.1.1.102
PWY-5129	1.1.1.102
PWY-7221	2.7.4.6
PPGPPMET-PWY	2.7.4.6
PWY-7485	2.1.1
PWY-7863	3.1.3
PWY-5744	4.1.3.25
PWY-5749	4.1.3.25
PWY-6659	1.14.20
PWY-681	1.5.1.42
PWY-7723	1.5.1.42
PWY-6946	2.3.1.176
PWY-6945	2.3.1.176
PWY-6948	2.3.1.176
PWY-7421	1.14.15.33
PWY-6853	1.13.12.19
PWY-7126	1.13.12.19
PWY-7124	1.13.12.19
PWY-8162	1.1.2
PWY-6742	1.14.18.3
PWY-8044	1.3.1.120
CYSTSYN-PWY	2.5.1.47
PWY-6788	3.2.1.21
PWY-6190	1.3.1.119
PWY-743	3.5.5.8
PWY-5941	2.4.1.1
PWY-7820	5.1.3.7
PWY-5512	5.1.3.7
PWY-5514	5.1.3.7
PWY-5833	1.17.1.1
PWY-7298	1.14.11
PWY-8140	5.1.1.18
PWY-6455	5.1.1.18
PWY-5733	4.2.3.75
P164-PWY	3.5.2
PWY-5497	3.5.2
PWY-7058	2.4.1
PWY-7762	1.3.7.14
PWY18C3-8	2.3.1
PWY-7119	3.5.1.23
PWY-699	1.1.1.357
PWY-2582	1.1.1.357
PWY-7022	1.1.99.38
PWY-7902	2.7.7.27
PWY-622	2.7.7.27
GLYCOGENSYNTH-PWY	2.7.7.27
PWY-6275	4.2.3
PWY-7616	1.17.98.e
PWY-8187	2.6.1.13
PWY-3341	2.6.1.13
PWY-6922	2.6.1.13
CITRULBIO-PWY	2.6.1.13
ARGININE-SYN4-PWY	2.6.1.13
ARGASEDEG-PWY	2.6.1.13
ARG-PRO-PWY	2.6.1.13
PWY-5301	2.4.1.219
PWY-7817	2.4.1.315
PWY-8191	1.3.1.72
PWY66-4	1.3.1.72
GLYOXYLATE-BYPASS	4.1.3.1
PWY-6749	3.2.1
PWY18C3-1	1.1.1.418
PWY0-1296	3.5.4.4
SALVADEHYPOX-PWY	3.5.4.4
PWY-6609	3.5.4.4
PWY-6611	3.5.4.4
PWY-7913	5.1.99.M3
PWY-5785	3.6.1.27
PWY-5742	1.2.1.54
ARGDEG-IV-PWY	1.2.1.54
PWY-7300	1.14.14
PWY-5429	1.1.1.90
PWY-5080	4.2.1.134
PWY-5915	5.2.1
PWY-7579	5.2.1
PWY-7580	5.2.1
PWY-5941	3.2.1.33
PWY-5941	2.4.1.25
PWY-7736	4.2.3.178
PWY-7444	2.4.1.189
ETHYL-PWY	1.14.17.4
PWY-5203	1.14.14.M31
PWY18C3-15	2.3.1
PWY-8066	1.13.11.89
PWY-7025	2.1.1
PWY-7426	2.4.99.6
PWY-7513	2.3.1.233
PWY-7607	1.14.14
PWY-7869	2.3.3.20
PWY-7142	4.2.1.66
PWY-7524	2.7.1.185
PWY-2083	1.14.14.88
PWY-7805	2.7.8.37
PWY-8151	4.2.1
PWY-6946	4.2.1
PWY-6945	4.2.1
PWY-6948	4.2.1
PWY-5922	1.3.99.25
PWY-6368	3.1.3
MENAQUINONESYN-PWY	2.1.1.163
PWY-5672	2.4.1.363
PWY-8151	5.1.99.4
PWY-6946	5.1.99.4
P482-PWY	1.20.99.1
PWY-4601	1.20.99.1
PWY-8111	1.14.13.M78
PWY-6649	4.1.3.14
PWY-5292	2.3.1.M59
PWY-7376	5.4.99.61
PWY-8186	5.1.1.4
RHAMCAT-PWY	2.7.1.5
PWY-5321	2.4.1
LYXMET-PWY	2.7.1.53
PWY18C3-3	2.6.1
PWY18C3-2	2.6.1
PWY-7133	3.2.1
PWY-5350	2.8.1.1
PWY-4781	3.1.3.62
PWY-4702	3.1.3.62
PWY-7031	2.4.1.290
PWY-7080	1.21.3.4
PWY-7610	4.2.1
PWY-7613	4.2.1
PWY-7708	2.5.1
PWY0-1241	2.7.7.70
PWY-7531	1.1.1
PWY-7160	2.1.1.267
PWY-7498	2.1.1.267
PWY-5391	2.1.1.267
PWY-5987	1.14.19.6
PWY-401	2.4.1.46
PWY-7052	3.4.19.5
PWY-6339	4.1.1.112
METHYLGALLATE-DEGRADATION-PWY	4.1.1.112
P184-PWY	4.1.1.112
PWY-7826	1.14.19
PWY-7966	2.4.2.21
PWY-8051	2.3.1.51
PWY-8053	2.3.1.51
PWY-6344	2.3.1.263
PWY-6074	1.1.1.270
PWY66-341	1.1.1.270
PWY-5749	4.2.1.56
PCEDEG-PWY	1.21.99.M2
PWY-7647	4.2.2
PWY-6059	1.14.14.35
PWY-7680	1.14.14.60
PWY-8117	2.7.7
PWY-5434	1.14.13
PWY-282	1.1.99
PWY66-374	5.3.99.4
PWY-761	6.3.2
PWY-7085	4.1.2
PWY-7212	2.4.1
PWY-7583	2.3.1
PWY-7893	6.3.1.19
PWY-5272	2.4.1.263
PWY1A0-6325	4.2.1
PWY-6994	6.3.2.ai
PWY-7117	1.1.1.40
PWY-241	1.1.1.40
GLUCONEO-PWY	1.1.1.40
PWY-5885	1.2.1
PWY-6442	2.1.1
PWY-7927	1.8.5.8
LYSDEGII-PWY	1.2.1.20
PCPDEG-PWY	2.5.1.18
PWY-7871	2.7.1.219
LIPA-CORESYN-PWY	2.4.1
PWY-6373	1.2.1.18
PWY-7193	3.5.4.5
PWY0-1295	3.5.4.5
PWY-6556	3.5.4.5
CYSTEINE-DEG-PWY	3.13.1
PWY-2582	1.1
PWY-5668	2.7.8
PWY-7836	2.4.1.92
PWY-6948	3.1.2
PWY-7490	1.1.1
PWY-8179	1.14.19
PWY-6786	1.1.1
PWY-8200	1.1.1.64
PWY-5927	1.3.99.25
PWY-7053	2.3.1.23
PWY-6760	4.2.1.82
PWY-8020	4.2.1.82
PWY-7294	4.2.1.82
PWY-7178	4.2.1.82
PWY-6872	1.2.1.36
P163-PWY	1.4.1.11
PWY-81	2.8.3.15
PWY-7769	1.13.11.72
PWY-6322	1.13.11.72
PWY-7742	2.3.1.261
PWYQT-4471	4.4.1.13
CYCLOHEXANOL-OXIDATION-PWY	3.1.1
PWY-6151	4.4.1.21
PWY-I9	4.4.1.21
PWY-6154	4.4.1.21
PWY-6153	4.4.1.21
PWY-7077	3.5.1.25
PWY-7395	3.5.1.25
PWY-7139	2.4.1
PWY-8152	4.2.1.119
PWY-6944	4.2.1.119
PWY-1501	5.1.2.2
PWY-5701	2.5.1.93
PWY-7902	1.1.1.94
PWY0-1319	1.1.1.94
PWY-5981	1.1.1.94
PWY-5667	1.1.1.94
PWY-5292	1.1.99.41
LIPA-CORESYN-PWY	2.4
PWY-7036	1.3.1.93
PWY-2681	2.5.1.27
PWY-6926	1.1.1
PWY-6971	2.4.1
PWY-8182	4.2.1.17
PWY-5398	2.4.1.330
PWY-361	1.2.1.44
PWY-6577	2.7.1.216
PWY-8051	3.1.4.39
PWY-7723	1.14.14.3
PWY-7440	2.1.1
PWY-7965	3.1.3.73
SUCROSEUTIL2-PWY	1.1.1
PWY-6623	1.14.13.172
PWY-6224	1.14.13.172
PWY-7650	6.3.2
PWYQT-4472	1.14.13.237
PWY0-1554	2.1.1.M28
